Tweet,Response
When I see u smile immediately but how that happened to u I cant stress when I remember that I feel really Im  #JusticForTaeyong #NCT,0
looking at this makes me feel so relaxed i love this set up omg https://twitter.com/troyeshalcyon/status/833833804536172544 …,1
".@RaisieBay I do too. I'm not very relaxed around people, but getting out on the walks I feel totally relaxed.... #MMBChat",1
i feel like the second the weather is above 50 degrees im like stress who?? I don't know her,0
"The kitchen corner of my home.
Cooking makes me feel happy & relaxed.
I love to try out new recipes.
#CornerOfMyHeartpic.twitter.com/Xnfao02oW5",1
"thing is I'm not good, I feel pressure depression and stress like on a daily basis, happiness is like honestly at 6% in my life rn",0
I feel much more calm and relaxed now.,1
"Y I feel like I'm always worrying bout some . Either work, or school work, even when I know I don't have shit I stress ",0
I feel like a huge weight of stress was just put on me,0
This song was playing in the cop car while he was taking me to jail for some reason It made me feel relaxed so for that I love it  https://twitter.com/sebfucks/status/828329840445059072 …,1
Band trip finally being paid and now now my dress I can feel the stress going away,0
i've been listening to lana's new song for a few hours now and i feel so relaxed,1
Basil makes me feel invigorated yet relaxed.  I wash my hands more just to smell it :) #MrsMeyersCrowd #sponsoredpic.twitter.com/jWio344G0V,1
it's a friday night and I don't feel relaxed or at ease like normal. That's just not fair at all.,1
Great workout. Hot shower. I feel so relaxed,1
"thanks beaut. I'll come up and see you soon. Just so stressed about 3rd year, don't feel like I'm ready.xx",0
want to make a list of things i stress about just to see how many things i actually stress about; i feel that would make me more stressed,0
"yes, it made me feel SUPER relaxed, felt like I didn't have my body from the neck down lol",1
I feel stressed Idk what University I want to go to pros and cons with having so many options ,0
I feel too relaxed considering only a small fraction of my work is complete,1
I got out there today. I feel relaxed and energized at the same time https://www.instagram.com/p/BQbUguEgtqB/ ,1
I get really stressed when people use the kitchen  feel like such a parent to these students it drives me mad,0
I'm taking a break from school until august and I already feel so much more relaxed,1
"I feel so stressed out,",0
I went to the beach and I feel so relaxed and amazing I deserved this after last week,1
That upper body workout was a true stress reliever!  I feel better!,0
Aww poor @KellyannePolls   Although I must agree I feel a bit less stressed this week. https://twitter.com/newyorker/status/834946011047026688 …,0
"How bad do I feel that people who entered and then stayed in this country illegally are ""stressed out""?   Bwahahahahahahaha Not at all.",0
Why am i so chill and relaxed... I feel like something really bad's about to happen...,1
I still have a headache but at least my body feels a little more relaxed. I'm really looking forward to bed time ,1
I feel so stress aways why my gf like this,0
I made an evolution to feel relaxed with the bad smell in the animation shop or the Comicket other way round.×.4,1
I feel so much more relaxed knowing he took me to his fam and they accepted me ,1
i feel so stressed out,0
I wish it was thunder-storming. Makes me feel more relaxed.,1
I did thank you! It made me feel more relaxed x,1
That's good...I'm sure you feel more relaxed ,1
i nodded my head and was biting my lip feeling relaxed now and I started to feel the pleasure. I let out a small moan.-,1
I honestly feel so relaxed tonight. My assignment went in and I've been chatting to friends and on the phone to my best friend ,1
 well I feel less stressed now https://twitter.com/ijoanie_/status/834967901786497028 …,0
naka bawas sha sa stress sa mga peta ko tamo high pa ko ngayon energetic at ganado pa ko gumawa ng. i don't feel petaZzZZzz,0
i dont know if its the stress or what but today i just feel like crying,0
"Wow. I just spent the past hour watching fan made Emmerdale vids of deaths, affairs, love, SSW and Robron wedding...I feel so stressed out ",0
well I feel badly whose entered into an honest agreement with this vulgar wretch...more illegal gains for Frumpie more stress for others https://twitter.com/AP/status/835285695753293826 …,0
Every time I go in a book store I feel so relaxed.,1
I feel relaxed ... minus this cold ,1
i swear nothing feels better than a clean body an a stress free life ,0
I almost feel sorry that half the comments told him to go see/hang with nakamura to relieve his stress  https://twitter.com/sugitalov/status/834780422097625089 …,0
Relaxed to the point that it feels like I'm in a semi coma ,1
I'm starting to feel the stress of school again. ,0
I hate being stressed reason I rather be on my own and talk to on one but when you feel u are possessed.. Nah..u just av to die,0
my moms friend is the one who dyes it for me & tbh I feel like I stress her out sm ,0
"time. And I also notice that when L just lets himself be and this flomboyant side of him starts kicking again, he also feels more relaxed-",1
"yes and no lol, I feel like relaxed when I'm done",1
I'm stressed and I need to look at Danny devito memes for a full hour before I can feel better,0
"Just when i felt so stressed out, i heard that voice and i feel a little more motivated ",0
"lol now that's i'm past my probationary period, i feel more relaxed",1
I wish that I could turn my stress from this team into gas. It's great to actually feel stressed while watching the Leafs play,0
I really dunno why... But Black Ops 2 makes me feel like I'm home. — feeling relaxed,1
"i am rejuvenated, my skin has cleared, i am no longer stressed, i look younger, I feel great https://twitter.com/bluebaby28/status/834985426725163009 …",0
Another issue released to the printers. I feel more relaxed this time. Not sure if that's good or bad  #editorslife #blankspacesmag,1
"Wow, I forgot how incredibly relaxing watching Bob Ross is.. Tuned into the mini marathon going on right now and I feel so relaxed its great",1
I feel semi relaxed today knowing we're not playing.  Weird Saturday feels. Not used to dry Saturday palms & a normal heart rate.  ,1
I want to make you feel blessed and at ease baby. Not stressed and displeased.,0
I FEEL SO GOOD I CANT WAIT FOR TOMORROW WHEN ALL THE STRESS OF DOING MY PHILOSOPHY ASSIGNMENT COMES CRASHING DOWN ON ME,0
my life stress me out lol I need to relax I'm 18 I feel 40 yr old stress,0
no stress at all! I just feel bad keeping you waiting,0
I feel so sick and stressed out I can't even sleep,0
"Regardless of how stressed I am, how I feel, or what my situation is, the sound of rain is always able to calm me.",0
So much love for @queenrussxtt and how lowkey relaxed I feel around her. Love you with every ounce of my being. ,1
Lately I feel like I get more stressed out about the weekends because I'm worried I won't have enough time to rest...,0
For the first time in idk how long I'm actually p relaxed & don't feel bad abt being in bed & not working,1
Feels good to be back to what I know. I actually feel relaxed. That's my best friend.,1
"""When I am on the mound, I feel relaxed, focused, and powerful!"" 
Opening Day Feb 20th. #welcometothejungle #baseball2017#readytoplaypic.twitter.com/HF8G1ZRpuy",1
I can't even describe how good it feels to finally not care about something that stressed me out for so long ,0
"Whenever I'm not stressed anymore, I feel like there's something I'm forgetting so I just stress out all over again. It's never ending",0
like its the kind of tired where ur whole body feels it like its sore and relaxed I gotta die,1
Feel like I'm at a breaking point. I need to get away for a couple days. #stressed #overwhelmed,0
I love the dark bc it makes me feel calm and relaxed,1
I almost forget how relaxed 'The Coloring Book' made me feel . .,1
I feel like I haven't spoken about katya in a while but fuck does she inspire me. like she has helped me through so much anxiety and stress.,0
"""I wonder why my body feels like it's falling apart?"" I say thru my 4th Cheey breadstick, week out from the gym, missing sleep, and stressed",0
me too!!! I'm so stressed I feel like I'm going to explode,0
"When my schedule starts to fill up, I never know whether to feel excited or stressed ",0
Will I feel more balanced and relaxed as a result of this work diet? Will everything get done? http://ellemag.co/fzUS7Pc ,1
"right?! And then I'd feel bad for forgetting abt it, get stressed abt meticulously keeping it, forget again and repeat like...",0
"I much prefer a bottle of Sauvignon to any medication. Seriously, my back feels so much more relaxed now. ",1
I feel so relaxed and happy atm,1
"I agree, when I listen to his music I just feel so free and relaxed",1
I keep forgetting that I'm only 18 cause my stress level make me feel like I'm in my 30's,0
I feel all snuggly and relaxed now.,1
I feel really stressed out,0
I love cleaning a little more than I should. It makes me feel so relaxed when everything is all clean and sanitized.,1
I feel so relaxed rn,1
Sometimes I get in a funk where I'm not sure how to feel or react & idk if it's from the stress of life or college or,0
It feels like summer where I am in London like... it reminds me of July but I know it's not summer because I have months of stress ahead,0
I feel u king n i know ukuth iqondephi le tweet yakho.  maybe he's to worried plus so much stress.  https://twitter.com/sbo_fokol/status/835217436127477764 …,0
"""It is instantly calming & helped me feel that I could control my feelings of anxiety, stress & overwhelm."" #mumshttp://bit.ly/2kUMFfF ",0
i am so stressed out that i can literally feel it weighing me down,0
Doing my nighttime skin care is my favorite part of my day: I always feel so relaxed afterwards. #healthyskin,1
All these beautiful songs coming out but im so stressed and busy to the point I dont get to actually FEEL the lyrics anymore,0
"Working out is meditative for me. I get in my zone, release stress, & feel so at peace after. ",0
I feel like garbage for sleeping all day but also very relaxed so???,1
"i feel a lot of stress from grades and its only freshmen year and its crushing, please any advice? #asksarah",0
"Trying to change from a stress eater to a stress exerciser, so I just worked out. Still feel anxiety but slightly less self loathing. Win?",0
"says me who usually doesn't feel very relaxed with people I don't know
most of the mahjong players I've met have been VERY COOL",1
This lil 3 day vacation was dumb smooth I feel relaxed AF,1
I haven't got any and it wouldn't help anyway I feel really tense and stressed,0
I've been stressed over work the past month. I literally feel like I can't catch my fucking breath I'm so stressed out,0
Whenever I'm sad and stressed I think about or turn on Charlie and the Chocolate Factory and I instantly feel better.,0
"Just clean my room, now I feel more relax bc that is one less thing I have to do tomorrow #relaxed",1
like.. mythic +10 I did just once for the achievement I feel like that's how I'm suppose to get gear still I'm just like STRESS,0
i feel relaxed now,1
"And I feel happier, more relaxed, & more zen than I have in quite some time. Spend more time w/ family & loved ones y'all!",1
Floating again. I feel so relaxed and open for the Universe to show me everything.  … https://www.instagram.com/p/BQi9m4mDDNX/ ,1
Today just changed the tone in the environment city gone red. Some can't feel the January cash crisis. I'm relaxed.,1
Today Tax season felt great. Seeing people happy and stress free about their returns.make me feel happy. I got... http://fb.me/1Q42I7h3U ,0
I'm so relaxed right now . I literally feel like I'm floating . My back feels amazing,1
I feel so unbelievably relaxed right now you have no idea,1
I feel relaxed just looking at it,1
I feel so relaxed,1
I feel good about them tonight which means I will panic when I hit send tomorrow!  35 word pitches stress me out!,0
"I'm sorry Kay, hope you feel better, listen to some Beatles maybe to help get relaxed",1
I'm so behind in my classes but I feel pretty relaxed. Thank the Lord for C Winnie and Mary J.,1
"virtuous, #blessed, or hard working. I feel tired, stressed out so bad, and depressed as all hell. Poverty sucks.",0
So I'm taking Steven to the vet today and I feel stressed because his eye is swollen and I don't know what's wrong with him :(,0
"finally went to the beach after being in florida for almost 3 months, & holy shit i feel so good & at peace & not stressed go figure",0
"I hate ordering big orders,,,,,,,,i dont want the workers to stress i m feel bAD",0
"Thanks for the happy birthday guys, it feels nice that i had a stress/anxiety free birthday.",0
At the point in my gym addiction that I only ever feel relaxed in the gym and comfortable in my clothes #gymaddict #pretentiousAF,1
"New 5 Star Review: 

 ""I've been going to Dr. Gouvion for years, and as strange as it sounds, I feel relaxed when... http://fb.me/3zbCN5kB1 ",1
"damn I'm so relaxed rn, I feel great. it bout to be a long night ",1
I feel so relaxed wow ,1
I'm so stressed out. I can't even feel proper emotions.,0
"I have no homework for the rest of the week and I feel so relaxed :,)",1
I almost feel relaxed,1
"Yup, feeling really relaxed and calm now! I mean the tea tastes like fire and suffering, but I feel better now.",1
I do not rush so you will feel relaxed with me!! http://planetcallgirls.com/?fichaID=94    Brighton Escortspic.twitter.com/ZVHA6JeMzt,1
i'm so stressed now cause i'm hungry but i feel like if i make myself something to eat i'm going to get yelled at again ,0
"Abby:
2) ""I feel calm and relaxed. Everything is so peaceful."" #os2305",1
"Yoga was great tonight, I feel 1000x more relaxed AND my KitchenAid spiralizer plus came in today. I can't wait to try it out!",1
"feel it, but it may because of overthinking things? i hope you dont feel depressed/stressed out as much as before, and i hope",0
Need to find a way to incorporate more staycations in the budget. I feel more relaxed already.,1
Just downloaded the @YogaStudioApp and did 30 mins in my bedroom. I feel so relaxed and slightly like a noodle now. It's so good! ,1
UGGGGHHHHHHH I feel. Stressed.,0
Ever since I started meditating for a half hour before I start my day and a half hour before I go to sleep I just feel more relaxed ,1
one day at a time is such a wholesome pure show i feel so relaxed watching it,1
i love being busy and having too much free time can feel wasteful but i'm realizing i really need to put myself under less stress ,0
"Couldn't agree with @DarcyNYT more! Adding the backseat shot to my wedding shoots lately. There's a relaxed, vintage feel I <3 pic.twitter.com/GdI9WRQpcb",1
"Anytime u get mad, sad, stressed or anything just stop & talk to god or pray. You'll feel so much better I promise you",0
When I got off I popped a muscle relaxer I feel so damn good right now man like soooo relaxed. About to eat these noodles then KO ,1
It feels like spring! Spring usually makes me question everything. But I'm just enjoying the sun and reminiscing to more relaxed times.,1
I feel like everyone at work to tonight was a little stressed ,0
Hate that I can feel stress on my heart  and I have not been this stressed in v long time  neeed to keep calmmmmmm,0
"*Well... She's sitting at the beach and closing her eyes, sighing with the box next to her*

I feel a  bit relaxed..",1
Just had a #Radox Feel Relaxed bath....then washed myself with #Radox Feel Energised body wash !! I don't know if I'm coming or going  pic.twitter.com/6rCW69dX1v,1
I can actually feel the stress travel up to my head and i instantly get headache when i think abt the people in this town.,0
"after you tell me how much I stress u out when I get hurt, I've stopped telling u the pain my body feels and the pain from work.",0
i am so relaxed n unphased lately ion gaf bout shit i been releasin material since 2010 fuk how u feel bout my music,1
i feel so relaxed after that performance,1
"my creativity, and it feels so good. and i feel like i'm way more relaxed, like i let go on a lot of things through out spreads",1
I love rainy days. They always make me feel relaxed and refreshed.,1
I don't care who wins or plays or dies. Lived it all without my cellphone and social media and I feel so relaxed.,1
"Truth be told, getting hugs when I'm excited makes me feel pretty stressed out haha",0
First #YOGA session this year  I feel so relaxed #Namastepic.twitter.com/43SItmaduP,1
I feel so stress free when I workout ,0
"Wedding dress shopping today. I *think* I should be excited about this, I just feel nervous and stressed.",0
I do not rush so you will feel relaxed with me!! http://planetcallgirls.com/?fichaID=94    Brighton Escortspic.twitter.com/VuXQSCW0bX,1
I hate having plans bc it makes me stressed n my head feels all full but it also means seeing people I love and possibly enjoying myself I??,0
Yoooo I just did yoga and I feel SO relaxed. #noodlearms,1
I feel the most relaxed watching hockey drinking wine while Leo peacefully chews a bone. #LittleThings,1
"I've been having some headaches lately, and I feel like it's due to stress.
Gotta pinpoint where it's coming from, but I think I feel stuck.",0
I feel so relaxed and glamorous & cant wait to crawl into bed with my book like a grandma ,1
I'm so stressed I feel like donnys would be such a good stress reliever.,0
I just want to jump in my car and drive far away until I feel free from all this stress and anxiety,0
so stressed with work i cant even feel the exordium excitement im so pissed,0
I embroidered all afternoon I feel so relaxed,1
I was laughing for a second then I remembered how Louis must be stressed more than us all and now I feel sad…,0
".@Messyrats 19) I find it incredibly difficult to relax around, well, anything. There's only one person I ever feel truly relaxed around.",1
i just want to feel as relaxed & at ease as the other day,1
"I feel so stressed and anxious about everything, it's never ending and I feel like no one likes me",0
"“Alright, after we’re done here, we’ll get Coran, but I really do feel fine, just a little achey.” Lance agreed and Shiro relaxed.",1
three eps in & i can not stress enough how good legion has been making me feel about the potential of tv,0
"#PoetryGoD  "" What it feel like I'm losing faith / all the stress in this world, got me losing… https://www.instagram.com/p/BQ6pHSlAmi5/ ",0
I feel stress-free right now and it feels good. Then gotta go back to reality that I still got midterms on monday ,0
I had my first hydrotherapy experience yesterday with @JennRavenna. I feel so relaxed today! Can I just live in a hot tub? pic.twitter.com/guv3dMZzFQ,1
Feel like I'm gonna die and this stress ain't helping for shit .. ,0
Spent the night organising photos instead of reading the news. I feel so much more relaxed than I normally do this time of night.,1
I'm so stressed out today I just feel like crying but I got to be strong on the bright side it's going 2be 40degrees tonight,0
i never really realised how stressed i am bc i feel like im exaggerating but my eyelid has been twitching like crazy so ha lov life,0
sees this late but wtf crying T____T I FEEL RELAXED 1 on 1 WITH U ALSO!!!!! AHHHHH!!!!!!!! Kills you. LDMSODJSKDSKSMSKDN,1
"Wow I haven't feel so relaxed on Sunday. Make up free, baking, fresh sheets and in bed sipping tea  #sundayvibes",1
''I used to be more involved with every aspect of everything onstage. I'm way more relaxed now. It feels like... http://fb.me/2yJAulKtB ,1
My stress levels are so bad right now... i feel like I can't breathe and keep crying,0
"I feel this weird sense of obligation to entertain(?), host(?) ppl in situations like this & it makes me sooo stressed.",0
"do what i do.. turn it off, i feel much better for it, more relaxed.",1
"These days I'm just too relaxed, I feel so good",1
Can I get a hot bath so I can feel relaxed ,1
"No matter how stressed out I may get, feel like I got a lot to be thankful for..",0
I feel so relaxed and chill rn so glad we got the week off,1
OmGahjskalsldk SO IM DEADASS GETTING PAYED $100 TO MAKE 80 CUPCAKES WOW I FEEL LIKE THOSE BAKERY SHOWS THAT ARE IN CONSTANT STRESS!!! wow,0
My feelings are so hurt right now..I can't even stress about other Ppls ignorance no more. Because it's clear Mfs feel they know everything.,0
nice days stress me out cause i feel like i'm not making the most of the sunlight. nice days in february stress me out cause it's winter.,0
"I like having my window open when it rains, the sound of rain makes me feel relaxed idk lol",1
"I feel like I finally have friends who understand me Like we stress about the same stuff: anime, greys, music ahh it feels nice",0
", Since Tashia Left Me I Feel So Alone & Stressed Out ",0
I'll be so happy when I feel completely stress free. I forgot how it feels... it getting better but a lot of things could've been avoided.,0
"I'm well rested, the temperature in my house is perfect, my body feels so relaxed ",1
I feel so relaxed and happy right now.,1
I feel so much more relaxed with Callabero in goal. #mcfc,1
"Me:I feel stress out maybe I use that new stress ball
Stress ball:wrong!",0
that nap was the one got my paper done and i feel relaxed  just thirsty asf lmfaoooo,1
i feel so stressed stop it,0
I haven't had tea or been relaxed at all in so long I feel so out of place with myself,1
"I really like how wine makes me feel. Relaxed, sleepy, happy. This could be dangerous",1
"So ready for my day off work on Tuesday, but I feel like spending all day walking round the Trafford Centre isn't gonna leave me too relaxed",1
Me & nick we're watching a movie with my parents and he was holding my hand & I fell asleep because he just makes me feel so relaxed ,1
i feel bad for ppl who stress over dumb shit,0
Deleted my FB messenger for my own sanity. It feels great and I am so much more relaxed. #boundaries,1
"Just been to the saune with two friends and i thought i will hate it, turns out i love it! I feel so relaxed and refreshed now",1
I had so much pent up energy from not being able to work out and now I feel so relaxed lolol,1
lol okay a combo of this & the original one you posted. I feel like I'm tired gal/stressed gal tbh i like the ones you picked too,0
"them to keep on stalking me. because I feel free when I'm on my fan account, I feel relaxed and can talk more. and when I have my friends +",1
I can already feel the stress coming on. ,0
"@chriscolfer your books are the best stress reliever, I feel relaxed and at peace when I read them pic.twitter.com/Ed1GEi79yl",1
Just paid off a bunch of credit card debt and student loan debt smfh I feel relieved yet stressed,0
haha I feel you. No stress. Are you on hiatus tho or we're just not on at the same time?,0
"Im soooo stressed and tired , i feel like crying ",0
"I feel so fucking sick, and I'm so stressed about this stupid fucking assignment 

Fuckfuckfuckfuckfuckfuckfuckfuck",0
number one reason I'm glad I'm not in school is homework. Feels like stress just for the sake of stress sometimes,0
I'm v stressed atm i feel like i've got so many responsibilities that I'm falling behind on which is dramatic since i cant leave my bed lmao,0
"Ilyssa: 
1) ""When I lay on the beach, I feel very relaxed because I enjoy tanning and hearing the sound of the waves."" #os2305",1
"that her voice was growing more and more relaxed but she could certainly feel it. ""I am surprised we have not met (46/55)",1
"I am grateful that my body feels comfortable and relaxed, not in any pain. I am grateful that I can experience pleasure.",1
I just never been so stressed or had this many breakdowns so consistently. I almost feel like I'm suffocating,0
"I feel like at 22 I'm just so ready to buy a house, have some kids and be married to my best friend right now with no worries & no stress ",0
"I feel so chilled and relaxed listening to this mix by E m o t I o n a l T o k y o
https://youtu.be/MRcJX-A3e9s ",1
I feel so relaxed it's unreal. never been so happy to get a 0 before,1
Monster Hunter is one of my favourite games and I also hate it. Nothing else makes me feel so fucking stressed yet I want to keep playing.,0
But I feel so relaxed omg where's my sense of urgency,1
I feel so relaxed..,1
I feel like my hair looked thicker relaxed ,1
Can I be cedi and curl into a ball every time I feel stressed,0
in that you feel so content and relaxed you start dozing off. I've been victim to that a few times.,1
I don't think I could have relaxed any more today but I feel like utter poop!,1
I honestly feel like I don't have anybody who understands my stress and irritation from work except @saravanderpal.,0
Major in nursing they said. It's rewarding they said. It'll get easier they said. For now I feel nothing but stress and anxiety ,0
finished an illustration n i feel good about it! i cant wait to find something stable enough i have time to be relaxed like this at night,1
It's always a great day when I make money and don't spend any. Plus I finished my vino tonight  I feel super relaxed ,1
I had the nicest week. I was so relaxed and positive minded. It's so amazing to feel good.,1
I feel like all I do is stress about my grades no matter what they are,0
Love Bath been here less then a day and already I feel super relaxed.....lots planed in our few… https://www.instagram.com/p/BQdN_hZA7xg/ ,1
I think I need to not feel guilty about naps. They're allowed when you're this overwhelmed and stressed and exhausted.,0
I'd love to feel relaxed and refreshed after my 6 hour coach trip today!Have a lovely weekend x  #RandomActOfKindnessDay,1
thank you for informing my soul I feel so relaxed after doing this pic.twitter.com/3OiGFQwI5n,1
Day 24: when I feel either stressed or numb,0
“Working your body removes stress. I usually bike-it makes me feel relaxed!”Student Voice on getting active outdoors http://bit.ly/2fDzNbw pic.twitter.com/fr05G6FdAy,1
i feel stressed but happy at the same time??????,0
"I feel like this Saturday should be a ""Treat-Yo-Self"" Saturday. Any ideas on how to spend it? I've never relaxed before in my life ¯\_(ツ)_/¯",1
I truly feel nauseous 24/7 and I hope it's just my stress,0
lol im relaxed just feel weird right now. You literally are doing the same thing I supposedly did.,1
I feel the frustration and stress coming all at once again,0
however we arent leaving for an hour so im still gonna try and cram in more homework because i feel like im drowning in Stress,0
i was honestly so relaxed and out of nowhere all the homework i have due dawned on me and now i feel sick,1
“The strength of Anastasia gave me more force. I feel more relaxed and confident.” - Dakota Johnson (F... https://tmblr.co/ZAFQPn2IjK0Cs ,1
When I feel stressed I just look into this    board  and nothings… https://www.instagram.com/p/BQ4sigIh8RIkRnyg_9cYctk84t57Bg96z3tH4w0/ …,0
I feel so stress free right now,0
"Like my limbs feel all heavy and relaxed, and I'm very sleepy. 10/10 will get wine headache at this point",1
Acupuncture is #nice even if this feeling doesn't last. I feel relaxed and high tight now at least.  pic.twitter.com/hqsZQLwNTy,1
Stressed bc of everything I have due so I ordered a bunch of makeup to make me feel better ,0
"my skin is tragic, my hair's falling out due to stress and i feel overall just ugly and awful and i just wanna cry",0
"feel better and let Jenny feel more relaxed. ""Wha' would I do without ya, Dad?"" (2/2)",1
Omg like why do I feel so damn relaxed and tired. lol just wanna sleep,1
"I repeat most of your Twitter over lords are mad,they are reasons our usless politician are doing what is wrong nd still feel relaxed",1
I have a cup of tea and I'm listening to #TheBeautifulSouth. I feel quite relaxed,1
my next exam is in like 2 weeks tho but let's not talk about it I feel strESS FREE RN,0
I feel stressed when people drink pints with a straw,0
i love being fucking stressed and failing at everything i actually want to achieve. feels fucking good man. love it.,0
over the moon! I feel so relaxed!,1
I feel so relaxed after hearing the whole set  https://twitter.com/bbcr1/status/834011652752187392 …,1
"""spa day"" waaah i defintely feel relaxed af akdhakejs i love it i love u Lord",1
Oh this is so cool!!! Have fun my dear and I hope you feel relaxed! Dress whatever makes you feel good! Oh I'd love to join you!,1
yeah these ones are more relaxed I feel. You'll be fine,1
did a round of yoga and now i feel very relaxed! our own yoga studio turned out so amazing! my boy did a great job,1
"Is single parenting causing you to feel stressed all the time? Contact me, I can help! http://ow.ly/q90GO  RT",0
Litro does anyone wanna tell me how to chill the fuck out ?? How to feel relaxed ?? Bc I sure cannot remember HOW TO,1
"I feel like my life has become a constant cycle of stress, stress, and more stress",0
"i just don't feel relaxed around anyone, got bad anxiety, but I don't want to remain lonely constantly. I'll see how it goes.",1
"My morning yesterday began with a scavenger hunt and ended with a surprise Valentine's spa get away. I feel loved, spoiled, relaxed, happy ",1
"If you're stressed, I suggest splitting wood. You'll feel like a big boy and your frustrations will be gone",0
"i just had my first shower with ""feel active"" now, to complete that set, i just need ""feel relaxed"" then i will move to the new set fully.",1
"Heyyy!!  I've been alright, just a little stressed about life. Turned 26 now the future feels ever closer. How've you been!?",0
Buzzing for New York but I can already feel the stress of college for when I come back,0
i need someone who isn't gonna add stress but take it away ya feel?,0
"-- relaxed to feel the blood move over his skin. 

""A~Ah~ I do love the warm feeling of blood on the skin."" He knelt down and--",1
"i normally have to do chores obviously once in a while, but it actually feels really good, let's all my stress out pic.twitter.com/bY7CWjj9Xf",0
I feel so relaxed and peaceful I love illuminate,1
And I should feel bad I just like don't want to do it. Would rather stress about money and do nothing about it,0
I wonder what it feels like to not stress about money all the damn time ,0
"@Gurmeetramrahim ji no wrds for ur blessings, i feel so relaxed dat u r wid me #tuesdaythought",1
Stress levels through the roof AND I feel like someone's got a chainsaw inside my intestines happy Saturday ,0
I want to know what it's like to feel stress free for a fucking day.,0
@WeeklyChris I feel so stress ,0
The only reason it's not more is because I know I'm stress eating & try to moderate it but I definitely feel puffy ,0
"I just want him to feel happy, loved and relaxed.",1
Just out of my first ever spa treatment and I feel high as fuckkk. So chilled and relaxed like I'm floating,1
When I see u smile immediately but how that happened to u I cant stress when I remember that I feel really Im  #taeyongprotectionsquad #NCT,0
First time I haven't been super stressed about school in 4 months and I have to say it's feels goooood,0
I feel stressed again aaagrrr,0
i feel you... and i feel so stressed all the time,0
I watched the stress relief episode 3 times today cuz it makes me laugh and feel good,0
anyway i wish people will stop making me feel guilty over these block b tickets lmao ive been so stressed and not sleeping and not eating,0
i'm so stressed but also like life's so good. anyone feel me??,0
"- while laying down and kinda listening to the sounds while I feel relaxed, it helps me sleep when I'm having trouble",1
"It's been about 4 years since I've laid in bed and relaxed ALL day, by myself, and I feel strongly that tomorrow is that day.",1
Chris is back in Israel again I feel stressed,0
I've lost some feelings but shyness and stress is one thing I still feel,0
im just so overwhelmed and stressed but i feel like i dont even have any time to relax,0
"""I can feel the stress radiating off of you""

Oh.",0
amazing how my body feels so relaxed... mind too. I actually feel powerful,1
"I can't stress this enough.. do what makes YOU happy, focus on yourself, focus on the things that make you feel your best & stick w it",0
"I agree, 100%. I don't mind feeling challenged but I don't want to feel stressed.",0
Sad/lonley/unhappiness/frustration/angry/stressed..didn't know I could feel so many emotions today ,0
"Jesica was right, changing my work pattern really paid off. I'm happier,sleep well,full of energy and feel more relaxed. I feel like a boss",1
I feel happy and calm but at the same time stressed and sad,0
I am so happy! Had a bunch of tests this week so I won't be stressed over break! Feels so well deserved ,0
so stressed i can feel a mental breakdown coming any second now,0
wow suddenly i feel less stressed again.... hmm it's almost like magic ,0
LOVE LOVE LOVE these! Take them before bed and I feel so relaxed calm and stress free! Thrive is amazing! You don't know until you try it! pic.twitter.com/YTLkAOO0Wm,1
Awesome!   I can't even imagine.  Did you feel relaxed?  I wouldn't have.,1
For some reason I feel so relaxed.,1
"i feel like these summons are only good for a little bit, im sure we'll get way better stuff down the line so no stress!",0
Whenever you're stressed out just listen to O-o-h Child and you'll feel better I promise,0
Taurine calms anxiety and makes you sleepy. No wonder I always feel so relaxed and fall asleep when I drink a Rockstar.,1
I feel very relaxed,1
"Reading and listening to Tom Waits, couldn't feel more relaxed right now if I tried ",1
I feel so relaxed after watching this :) http://fb.me/3aBKpYZKQ ,1
I Feel Well Relaxed . . I Should Have All The Energy Tomorrow At Work,1
I feel so relaxed right now I don't even know if that's good. ,1
"I know how anxiety, stress and depression feels bro, if you ever feel like talking about it im here to talk.",0
I feel stressed out like a MF!,0
I think I need to be on camera more often. It makes me feel relaxed.,1
Aw man @NightInTheWoods making me feel all stressed and uncomfortable. Like I don't get enough of that irl lol (note: amazing game),0
"Even though I'm stressed all the time, I never felt so happy in my life rn  everything finally feels like it's all falling into place",0
all i do is sit and stress over little fucking things and it makes me feel stupid but i cant help it,0
"many times I(few mates) feel y don't we all become 6year (kid), the world will be happier place 2b.. bored of makeup & stress",0
Today was my day off from the gym and I feel refueled relaxed and ready for tomorrow,1
the workload from march til may yeah I feel the stress already  pic.twitter.com/vC7Ti5tfPZ,0
Today was such a good day. Got a lot done and I'm still super relaxed. Kind of forgot what this feels like.,1
when my baby stressed out I swear I really literally feel his pain like we linked .,0
Got out and had a good ride today. First time in months. I feel so relaxed afterwards. Almost need a cigarette. ,1
cause I wouldn't have stressed myself out so much and make myself feel so depressed or feel less abt myself.,0
"I feel you. Maybe it's not your tying, but something else bothering you? I tie garbage or with shitty flow, when I'm stressed",0
"I love being me. After 30min of being on the phone w/ customer service, the stress & anxiety has made me feel like I've walked 1/2 a mile...",0
"I feel so relaxed and refreshed, those days off was well needed.",1
it`s just awesome that i feel stressed out by my brother and the music gets me through!:o (live at http://ustre.am/1obIM ),0
Ever feel stressed without having a reason to be stressed? I need a cigarette. And some booze.,0
"I feel refreshed, relieved, & relaxed.",1
actually when i spend time alone i feel lonely but i dont feel sad i dont feel like im stressed,0
